2020-03-13 14:35:49,520 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-03-13 14:35:49,618 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-03-13 14:35:49,622 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-03-13 14:35:49,624 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-03-13 14:35:49,657 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-03-13 14:35:49,658 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-03-13 14:35:49,811 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-03-13 14:42:46,903 INFO  SwAddin.cs: 271 - Assembly export called for file 捡球机器人完整装配.SLDASM
2020-03-13 14:42:52,413 INFO  SwAddin.cs: 290 - Saving assembly
2020-03-13 14:42:52,985 INFO  SwAddin.cs: 293 - Opening property manager
2020-03-13 14:42:53,053 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 捡球机器人完整装配.SLDASM
2020-03-13 14:42:53,068 INFO  ExportHelperExtension.cs: 1142 - Found 57 in 捡球机器人完整装配.SLDASM
2020-03-13 14:42:53,069 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 捡球机器人完整装配.SLDASM
2020-03-13 14:42:53,070 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-13 14:42:53,072 INFO  ExportHelperExtension.cs: 1167 - 9 components to check
2020-03-13 14:42:53,078 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 小车模型-1
2020-03-13 14:42:53,303 INFO  ExportHelperExtension.cs: 1142 - Found 68 in 小车模型-1
2020-03-13 14:42:53,307 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 小车模型-1
2020-03-13 14:42:53,310 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 桨叶-1
2020-03-13 14:42:53,311 INFO  ExportHelperExtension.cs: 1142 - Found 36 in 桨叶-1
2020-03-13 14:42:53,314 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 桨叶-1
2020-03-13 14:42:53,315 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 中间传送板-1
2020-03-13 14:42:53,317 INFO  ExportHelperExtension.cs: 1142 - Found 80 in 中间传送板-1
2020-03-13 14:42:53,320 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 中间传送板-1
2020-03-13 14:42:53,326 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 中间传送板支撑杆-2
2020-03-13 14:42:53,327 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 中间传送板支撑杆-2
2020-03-13 14:42:53,329 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 中间传送板支撑杆-2
2020-03-13 14:42:53,330 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 桨叶右盖板-1
2020-03-13 14:42:53,331 INFO  ExportHelperExtension.cs: 1142 - Found 52 in 桨叶右盖板-1
2020-03-13 14:42:53,333 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 桨叶右盖板-1
2020-03-13 14:42:53,334 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 尾部收集器-1
2020-03-13 14:42:53,335 INFO  ExportHelperExtension.cs: 1142 - Found 69 in 尾部收集器-1
2020-03-13 14:42:53,336 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 尾部收集器-1
2020-03-13 14:42:53,337 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 中间传送板支撑杆-4
2020-03-13 14:42:53,338 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 中间传送板支撑杆-4
2020-03-13 14:42:53,339 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 中间传送板支撑杆-4
2020-03-13 14:42:53,340 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 收集器（原封）-1
2020-03-13 14:42:53,341 INFO  ExportHelperExtension.cs: 1142 - Found 43 in 收集器（原封）-1
2020-03-13 14:42:53,344 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 收集器（原封）-1
2020-03-13 14:42:53,345 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 桨叶左盖板-3
2020-03-13 14:42:53,347 INFO  ExportHelperExtension.cs: 1142 - Found 108 in 桨叶左盖板-3
2020-03-13 14:42:53,350 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 桨叶左盖板-3
2020-03-13 14:42:53,351 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 捡球机器人完整装配.SLDASM
2020-03-13 14:42:53,353 INFO  ExportHelperExtension.cs: 1142 - Found 57 in 捡球机器人完整装配.SLDASM
2020-03-13 14:42:53,355 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 捡球机器人完整装配.SLDASM
2020-03-13 14:42:53,356 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-13 14:42:53,358 INFO  ExportHelperExtension.cs: 1167 - 9 components to check
2020-03-13 14:42:53,359 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 小车模型-1
2020-03-13 14:42:53,360 INFO  ExportHelperExtension.cs: 1142 - Found 68 in 小车模型-1
2020-03-13 14:42:53,364 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 小车模型-1
2020-03-13 14:42:53,365 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 桨叶-1
2020-03-13 14:42:53,366 INFO  ExportHelperExtension.cs: 1142 - Found 36 in 桨叶-1
2020-03-13 14:42:53,368 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in 桨叶-1
2020-03-13 14:42:53,369 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 中间传送板-1
2020-03-13 14:42:53,370 INFO  ExportHelperExtension.cs: 1142 - Found 80 in 中间传送板-1
2020-03-13 14:42:53,373 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 中间传送板-1
2020-03-13 14:42:53,375 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 中间传送板支撑杆-2
2020-03-13 14:42:53,377 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 中间传送板支撑杆-2
2020-03-13 14:42:53,378 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 中间传送板支撑杆-2
2020-03-13 14:42:53,380 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 桨叶右盖板-1
2020-03-13 14:42:53,381 INFO  ExportHelperExtension.cs: 1142 - Found 52 in 桨叶右盖板-1
2020-03-13 14:42:53,383 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 桨叶右盖板-1
2020-03-13 14:42:53,384 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 尾部收集器-1
2020-03-13 14:42:53,385 INFO  ExportHelperExtension.cs: 1142 - Found 69 in 尾部收集器-1
2020-03-13 14:42:53,388 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 尾部收集器-1
2020-03-13 14:42:53,389 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 中间传送板支撑杆-4
2020-03-13 14:42:53,389 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 中间传送板支撑杆-4
2020-03-13 14:42:53,391 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 中间传送板支撑杆-4
2020-03-13 14:42:53,392 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 收集器（原封）-1
2020-03-13 14:42:53,393 INFO  ExportHelperExtension.cs: 1142 - Found 43 in 收集器（原封）-1
2020-03-13 14:42:53,395 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 收集器（原封）-1
2020-03-13 14:42:53,396 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 桨叶左盖板-3
2020-03-13 14:42:53,397 INFO  ExportHelperExtension.cs: 1142 - Found 108 in 桨叶左盖板-3
2020-03-13 14:42:53,400 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 桨叶左盖板-3
2020-03-13 14:42:54,035 INFO  SwAddin.cs: 316 - Loading config tree
2020-03-13 14:42:54,046 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-03-13 14:42:54,051 INFO  SwAddin.cs: 321 - Showing property manager
2020-03-13 14:47:16,967 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-13 14:47:18,574 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-13 14:47:20,072 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-13 14:47:20,285 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-13 14:47:20,520 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-13 14:47:20,911 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-13 14:47:25,962 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-13 14:48:01,853 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-13 14:48:11,966 INFO  SwAddin.cs: 271 - Assembly export called for file 捡球机器人完整装配.SLDASM
2020-03-13 14:48:11,967 INFO  SwAddin.cs: 276 - Save is required
2020-03-13 14:48:11,967 INFO  SwAddin.cs: 290 - Saving assembly
2020-03-13 14:48:12,699 INFO  SwAddin.cs: 293 - Opening property manager
2020-03-13 14:48:12,700 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 捡球机器人完整装配.SLDASM
2020-03-13 14:48:12,701 INFO  ExportHelperExtension.cs: 1142 - Found 57 in 捡球机器人完整装配.SLDASM
2020-03-13 14:48:12,704 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 捡球机器人完整装配.SLDASM
2020-03-13 14:48:12,705 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-13 14:48:12,706 INFO  ExportHelperExtension.cs: 1167 - 9 components to check
2020-03-13 14:48:12,707 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 小车模型-1
2020-03-13 14:48:12,710 INFO  ExportHelperExtension.cs: 1142 - Found 68 in 小车模型-1
2020-03-13 14:48:12,712 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 小车模型-1
2020-03-13 14:48:12,713 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 桨叶-1
2020-03-13 14:48:12,715 INFO  ExportHelperExtension.cs: 1142 - Found 36 in 桨叶-1
2020-03-13 14:48:12,717 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 桨叶-1
2020-03-13 14:48:12,719 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 中间传送板-1
2020-03-13 14:48:12,720 INFO  ExportHelperExtension.cs: 1142 - Found 80 in 中间传送板-1
2020-03-13 14:48:12,723 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 中间传送板-1
2020-03-13 14:48:12,724 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 中间传送板支撑杆-2
2020-03-13 14:48:12,725 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 中间传送板支撑杆-2
2020-03-13 14:48:12,728 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 中间传送板支撑杆-2
2020-03-13 14:48:12,729 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 桨叶右盖板-1
2020-03-13 14:48:12,731 INFO  ExportHelperExtension.cs: 1142 - Found 52 in 桨叶右盖板-1
2020-03-13 14:48:12,734 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 桨叶右盖板-1
2020-03-13 14:48:12,734 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 尾部收集器-1
2020-03-13 14:48:12,736 INFO  ExportHelperExtension.cs: 1142 - Found 69 in 尾部收集器-1
2020-03-13 14:48:12,739 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 尾部收集器-1
2020-03-13 14:48:12,740 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 中间传送板支撑杆-4
2020-03-13 14:48:12,741 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 中间传送板支撑杆-4
2020-03-13 14:48:12,743 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 中间传送板支撑杆-4
2020-03-13 14:48:12,744 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 收集器（原封）-1
2020-03-13 14:48:12,745 INFO  ExportHelperExtension.cs: 1142 - Found 43 in 收集器（原封）-1
2020-03-13 14:48:12,749 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 收集器（原封）-1
2020-03-13 14:48:12,750 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 桨叶左盖板-3
2020-03-13 14:48:12,911 INFO  ExportHelperExtension.cs: 1142 - Found 108 in 桨叶左盖板-3
2020-03-13 14:48:12,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 桨叶左盖板-3
2020-03-13 14:48:12,915 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 捡球机器人完整装配.SLDASM
2020-03-13 14:48:12,916 INFO  ExportHelperExtension.cs: 1142 - Found 57 in 捡球机器人完整装配.SLDASM
2020-03-13 14:48:12,919 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 捡球机器人完整装配.SLDASM
2020-03-13 14:48:12,920 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-13 14:48:12,920 INFO  ExportHelperExtension.cs: 1167 - 9 components to check
2020-03-13 14:48:12,921 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 小车模型-1
2020-03-13 14:48:12,923 INFO  ExportHelperExtension.cs: 1142 - Found 68 in 小车模型-1
2020-03-13 14:48:12,926 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 小车模型-1
2020-03-13 14:48:12,927 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 桨叶-1
2020-03-13 14:48:12,928 INFO  ExportHelperExtension.cs: 1142 - Found 36 in 桨叶-1
2020-03-13 14:48:12,931 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in 桨叶-1
2020-03-13 14:48:12,932 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 中间传送板-1
2020-03-13 14:48:12,934 INFO  ExportHelperExtension.cs: 1142 - Found 80 in 中间传送板-1
2020-03-13 14:48:12,938 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 中间传送板-1
2020-03-13 14:48:12,939 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 中间传送板支撑杆-2
2020-03-13 14:48:12,940 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 中间传送板支撑杆-2
2020-03-13 14:48:12,942 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 中间传送板支撑杆-2
2020-03-13 14:48:12,943 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 桨叶右盖板-1
2020-03-13 14:48:12,944 INFO  ExportHelperExtension.cs: 1142 - Found 52 in 桨叶右盖板-1
2020-03-13 14:48:12,946 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 桨叶右盖板-1
2020-03-13 14:48:12,947 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 尾部收集器-1
2020-03-13 14:48:12,948 INFO  ExportHelperExtension.cs: 1142 - Found 69 in 尾部收集器-1
2020-03-13 14:48:12,949 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 尾部收集器-1
2020-03-13 14:48:12,950 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 中间传送板支撑杆-4
2020-03-13 14:48:12,951 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 中间传送板支撑杆-4
2020-03-13 14:48:12,953 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 中间传送板支撑杆-4
2020-03-13 14:48:12,954 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 收集器（原封）-1
2020-03-13 14:48:12,956 INFO  ExportHelperExtension.cs: 1142 - Found 43 in 收集器（原封）-1
2020-03-13 14:48:12,958 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 收集器（原封）-1
